# ['largestLoop.py', '../DATA/L64/']
0.460000000   0.025549641  0.000076167 
0.468000000   0.028677654  0.000087639 
0.477000000   0.032911491  0.000105442 
0.485000000   0.037368813  0.000122875 
0.493000000   0.042811832  0.000145890 
0.501000000   0.049509754  0.000176397 
0.510000000   0.059004536  0.000219522 
0.518000000   0.069590454  0.000269855 
0.526000000   0.083441410  0.000336006 
0.535000000   0.104462910  0.000436801 
0.543000000   0.129510212  0.000550832 
0.551000000   0.161868324  0.000680136 
0.555000000   0.181083012  0.000743950 
0.560000000   0.209044094  0.000817874 
0.564000000   0.233210545  0.000871370 
0.568000000   0.259878883  0.000913123 
0.572000000   0.287159595  0.000940502 
0.576000000   0.315774326  0.000952620 
0.580000000   0.345224419  0.000942121 
0.585000000   0.382213249  0.000896083 
0.589000000   0.409399834  0.000844862 
0.593000000   0.434908009  0.000781519 
0.597000000   0.458246346  0.000716029 
0.601000000   0.479472866  0.000639963 
0.605000000   0.498870239  0.000557562 
0.609000000   0.515964603  0.000482101 
0.614000000   0.534315720  0.000403738 
0.618000000   0.547273102  0.000346695 
0.622000000   0.558809071  0.000297699 
0.626000000   0.569161873  0.000262334 
0.630000000   0.578751526  0.000229913 
0.634000000   0.587653503  0.000204364 
0.638000000   0.596041183  0.000183135 
0.643000000   0.605585403  0.000165091 
0.651000000   0.619556313  0.000143563 
0.659000000   0.632392921  0.000127066 
0.667000000   0.644519596  0.000113641 
0.676000000   0.657206345  0.000103704 
0.684000000   0.667943783  0.000096103 
0.692000000   0.678267517  0.000090165 
0.701000000   0.689437313  0.000084195 
0.709000000   0.699076118  0.000080240 
0.717000000   0.708469429  0.000076822 
0.726000000   0.718790588  0.000073762 
