# ['largestLoop.py', '../DATA/L32/']
0.370000000   0.027497406  0.000118776 
0.384000000   0.031030731  0.000138575 
0.398000000   0.035240173  0.000162677 
0.412000000   0.040478973  0.000193195 
0.426000000   0.046888428  0.000232151 
0.440000000   0.054475861  0.000280586 
0.453000000   0.063459015  0.000343244 
0.467000000   0.075493469  0.000426691 
0.481000000   0.091510010  0.000535065 
0.495000000   0.112342834  0.000673425 
0.509000000   0.139993134  0.000852217 
0.523000000   0.176731415  0.001055443 
0.537000000   0.223341675  0.001246160 
0.551000000   0.279223022  0.001386348 
0.565000000   0.342802277  0.001454563 
0.579000000   0.406609039  0.001381154 
0.592000000   0.462784424  0.001213764 
0.606000000   0.514921112  0.000954488 
0.620000000   0.556091614  0.000714580 
0.634000000   0.588262329  0.000541200 
0.648000000   0.614956665  0.000410100 
0.662000000   0.637239685  0.000334367 
0.676000000   0.657416229  0.000282642 
0.690000000   0.675805054  0.000254220 
0.704000000   0.693174744  0.000233285 
0.718000000   0.709721375  0.000216476 
0.731000000   0.724483185  0.000204340 
0.745000000   0.739995117  0.000194711 
0.759000000   0.755236053  0.000185327 
0.773000000   0.770124207  0.000178335 
0.787000000   0.784792023  0.000171580 
0.801000000   0.799372711  0.000165360 
0.815000000   0.813821869  0.000159723 
