# ['largestLoop.py', '../DATA/L512/']
0.565000000   0.019801567  0.000058048 
0.566750000   0.022313848  0.000068007 
0.568500000   0.025335819  0.000079926 
0.570250000   0.029096301  0.000095645 
0.572000000   0.033696019  0.000114802 
0.573750000   0.039362856  0.000140900 
0.575500000   0.046529604  0.000173529 
0.577250000   0.055614645  0.000215837 
0.579000000   0.067840402  0.000276060 
0.580750000   0.084040134  0.000353681 
0.582500000   0.105379964  0.000448016 
0.584250000   0.133671988  0.000559719 
0.585125000   0.150672083  0.000616127 
0.586000000   0.169698630  0.000666898 
0.586875000   0.190511681  0.000712003 
0.587750000   0.213003366  0.000744921 
0.588625000   0.237265685  0.000762962 
0.589500000   0.261946498  0.000764568 
0.590375000   0.286333032  0.000749821 
0.591250000   0.310675793  0.000714873 
0.592125000   0.334034396  0.000667604 
0.593000000   0.355745015  0.000607681 
0.593875000   0.374875886  0.000545968 
0.594750000   0.391915069  0.000477402 
0.595625000   0.407199084  0.000413155 
0.596500000   0.420205463  0.000358236 
0.597375000   0.431773494  0.000305691 
0.598250000   0.442051919  0.000262998 
0.599125000   0.451304141  0.000222593 
0.600000000   0.459404756  0.000194383 
0.600875000   0.466746168  0.000168282 
0.601750000   0.473418871  0.000147728 
0.602625000   0.479679630  0.000133171 
0.603500000   0.485382301  0.000119213 
0.605250000   0.495643067  0.000100331 
0.607000000   0.504778762  0.000086489 
0.608750000   0.512977675  0.000075692 
0.610500000   0.520549079  0.000066855 
0.612250000   0.527486360  0.000059235 
0.614000000   0.533921750  0.000053445 
0.615750000   0.539913684  0.000048994 
0.617500000   0.545574045  0.000044824 
0.619250000   0.550921670  0.000041410 
0.621000000   0.555995620  0.000038658 
