# ['largestLoop.py', '../DATA/L8/']
0.031000000   0.015419922  0.000102863 
0.062000000   0.021975098  0.000135414 
0.094000000   0.029208984  0.000182268 
0.125000000   0.037050781  0.000231036 
0.156000000   0.046159668  0.000284208 
0.188000000   0.056289063  0.000347658 
0.219000000   0.068029785  0.000431157 
0.250000000   0.082280273  0.000534946 
0.281000000   0.098828125  0.000652286 
0.312000000   0.119086914  0.000792573 
0.344000000   0.145168457  0.000959774 
0.375000000   0.176281738  0.001138413 
0.406000000   0.214123535  0.001348089 
0.438000000   0.259257813  0.001531937 
0.469000000   0.309650879  0.001658803 
0.500000000   0.364838867  0.001733282 
0.531000000   0.422734375  0.001730840 
0.562000000   0.481157227  0.001636549 
0.594000000   0.537480469  0.001490383 
0.625000000   0.586782227  0.001318366 
0.656000000   0.631428223  0.001141936 
0.688000000   0.673315430  0.000977589 
0.719000000   0.710632324  0.000841319 
0.750000000   0.745964355  0.000741129 
0.781000000   0.778671875  0.000686665 
0.812000000   0.810634766  0.000642028 
0.844000000   0.843312988  0.000584200 
0.875000000   0.874768066  0.000524856 
0.906000000   0.905734863  0.000458735 
0.938000000   0.937856445  0.000379090 
0.969000000   0.969138184  0.000272641 
