# ['largestLoop.py', '../DATA/L16/']
0.218000000   0.025860596  0.000119892 
0.241000000   0.030006104  0.000141803 
0.265000000   0.035275269  0.000170074 
0.288000000   0.041025391  0.000204978 
0.312000000   0.048192139  0.000248826 
0.335000000   0.056641846  0.000300569 
0.358000000   0.067246704  0.000372659 
0.382000000   0.081225586  0.000472376 
0.405000000   0.098321533  0.000592954 
0.429000000   0.121670532  0.000747629 
0.452000000   0.150580444  0.000928185 
0.475000000   0.189591675  0.001150244 
0.499000000   0.239562378  0.001356284 
0.522000000   0.297993164  0.001515523 
0.546000000   0.367150269  0.001568971 
0.569000000   0.434107666  0.001490361 
0.592000000   0.496616211  0.001320276 
0.616000000   0.554542847  0.001073102 
0.639000000   0.599414062  0.000849328 
0.663000000   0.638452148  0.000665237 
0.686000000   0.670562744  0.000527500 
0.709000000   0.699114380  0.000445794 
0.733000000   0.726676636  0.000400405 
0.756000000   0.751986694  0.000369102 
0.780000000   0.777496948  0.000345594 
0.803000000   0.801390381  0.000324632 
0.826000000   0.825065918  0.000303075 
0.850000000   0.849473877  0.000282971 
0.873000000   0.872664185  0.000259858 
0.897000000   0.896821899  0.000236619 
0.920000000   0.919780273  0.000212932 
0.943000000   0.942977905  0.000182799 
0.967000000   0.966934204  0.000139615 
